filename,sku,image_path,brand,name,description,price,currency,image_url,section,fabric,fibre
Zara_317107014-707-2_56.jpg,317107014-707-2,Zara_317107014-707-2_56.jpg,Zara,TEXTURED WEAVE OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Side hidden in-seam pockets. Front button closure.,89.9,USD,https://static.zara.net/photos///2024/V/0/2/p/1608/101/707/2/w/1920/1608101707_1_1_1.jpg?ts=1704800281042,MAN,fleece,hemp
Zara_317894313-707-3_559.jpg,317894313-707-3,Zara_317894313-707-3_559.jpg,Zara,BRAIDED COLOR BLOCK SWEATER,Round neck long sleeve full cut sweater. Rib trim.,69.9,USD,https://static.zara.net/photos///2024/V/0/2/p/3284/412/707/2/w/1920/3284412707_1_1_1.jpg?ts=1707922962733,MAN,chambray,abaca
Zara_317894315-800-1_1097.jpg,317894315-800-1,Zara_317894315-800-1_1097.jpg,Zara,FAUX LEATHER BIKER JACKET,Lapel collar jacket with long sleeves with epaulettes. Front pockets with zip closure. Strap detail at hem. Front asymmetric zip closure.,69.9,USD,https://static.zara.net/photos///2024/V/0/1/p/4341/759/800/2/w/1920/4341759800_1_1_1.jpg?ts=1708098667737,WOMAN,velvet,leather
Zara_318594123-802-2_1046.jpg,318594123-802-2,Zara_318594123-802-2_1046.jpg,Zara,WOOL BLEND PEPLUM KNIT BLAZER,Blazer made with 89% wool. V-neckline and long sleeves with shoulder pads. A-line silhouette. Front button closure.,109.0,USD,https://static.zara.net/photos///2023/I/0/1/p/5755/113/802/2/w/1920/5755113802_2_1_1.jpg?ts=1693410392522,WOMAN,knit,cotton
Zara_318594142-667-2_693.jpg,318594142-667-2,Zara_318594142-667-2_693.jpg,Zara,HOODIE SWEATSHIRT,"Regular fit hoodie sweatshirt made of dense cotton. Collar with adjustable hood and long sleeves. Front pouch pocket. Rib trim.

Origins special collection.",69.9,USD,https://static.zara.net/photos///2024/V/0/2/p/4393/403/667/2/w/1920/4393403667_2_1_1.jpg?ts=1707410677876,MAN,fleece,yak
Zara_319166635-401-2_164.jpg,319166635-401-2,Zara_319166635-401-2_164.jpg,Zara,CROPPED OVERSHIRT,Cropped overshirt made of contrast double faced fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Adjustable hem with side elastics. Front button closure partially hidden by a flap.,69.9,USD,https://static.zara.net/photos///2024/V/0/2/p/4432/403/401/2/w/1920/4432403401_1_1_1.jpg?ts=1707904526457,MAN,crepe,viscose_rayon
Zara_320326523-707-2_772.jpg,320326523-707-2,Zara_320326523-707-2_772.jpg,Zara,CROPPED WASHED T-SHIRT,Cropped fit T-shirt with round neck and short sleeves. Contrasting front and back prints. Washed effect.,39.9,USD,https://static.zara.net/photos///2024/V/0/2/p/3665/403/707/2/w/1920/3665403707_1_1_1.jpg?ts=1705480884454,MAN,knit,cotton
Zara_320423576-055-1_1043.jpg,320423576-055-1,Zara_320423576-055-1_1043.jpg,Zara,SHORT TEXTURED JACKET,Cropped jacket with round neck and long sleeves with shoulder pads. Front metal button closure.,89.9,USD,https://static.zara.net/photos///2024/V/0/1/p/2225/546/055/2/w/1920/2225546055_1_1_1.jpg?ts=1706879668103,WOMAN,tweed,fur
Zara_320423608-092-35_1683.jpg,320423608-092-35,Zara_320423608-092-35_1683.jpg,Zara,METALLIC HEELED BOOTS,"Metallic effect heeled knee high boots. Block heels, zipper closure, pointed toe.

Heel height: 3.9 inches (10 cm)",49.99,USD,https://static.zara.net/photos///2023/I/1/1/p/3014/210/092/2/w/1920/3014210092_1_1_1.jpg?ts=1699276741344,WOMAN,denim,cotton
Zara_320771732-800-2_203.jpg,320771732-800-2,Zara_320771732-800-2_203.jpg,Zara,WOOL BLEND FELT TEXTURE JACKET,Cropped jacket made with wool blend fabric. Lapel collar and long sleeves. Welt pockets at hip. Front hidden button closure.,159.0,USD,https://static.zara.net/photos///2024/V/0/2/p/4160/752/800/2/w/1920/4160752800_6_3_1.jpg?ts=1706717232519,MAN,fleece,cotton
Zara_321148322-712-2_576.jpg,321148322-712-2,Zara_321148322-712-2_576.jpg,Zara,COTTON - WOOL QUARTER ZIP SWEATER,"Cotton and wool sweater. High collar with front zip closure. Long sleeves. Rib trim. 

Origins special collection.",89.9,USD,https://static.zara.net/photos///2024/V/0/2/p/9598/429/712/2/w/1920/9598429712_1_1_1.jpg?ts=1707468819285,MAN,corduroy,wool
Zara_322126674-800-2_604.jpg,322126674-800-2,Zara_322126674-800-2_604.jpg,Zara,COTTON - WOOL SWEATER,"Cotton and wool sweater. Round neck and long sleeves. Rib trim.

Origins special collection.",69.9,USD,https://static.zara.net/photos///2024/V/0/2/p/9598/432/800/2/w/1920/9598432800_1_1_1.jpg?ts=1707468816806,MAN,fleece,angora
Zara_322128537-712-2_204.jpg,322128537-712-2,Zara_322128537-712-2_204.jpg,Zara,COTTON JACKET,"Jacket made of stretch cotton fabric. Lapel collar and long sleeves with elastic cuffs. Welt pockets at hip. Interior pocket. Elastic hem. Front zip closure.

Origins special collection.",129.0,USD,https://static.zara.net/photos///2024/V/0/2/p/7563/300/712/2/w/1920/7563300712_1_1_1.jpg?ts=1707468817182,MAN,satin,cotton
Zara_322410619-800-2_1346.jpg,322410619-800-2,Zara_322410619-800-2_1346.jpg,Zara,PLEATED EXPOSED SHOULDER DELICATE TOP,"LIGHT WEIGHT - SLIM FIT - ASYMMETRIC COLLAR - REGULAR LENGTH - LONG SLEEVE

Top made of 100% cotton. Asymmetric neckline with exposed shoulder and long sleeve. Pleated fabric detail at sides.",29.9,USD,https://static.zara.net/photos///2024/V/0/1/p/1165/004/800/2/w/1920/1165004800_1_1_1.jpg?ts=1705595378590,WOMAN,faux_leather,leather
Zara_322413692-818-2_1356.jpg,322413692-818-2,Zara_322413692-818-2_1356.jpg,Zara,TANK TOP,"SLIM FIT - ROUND NECK - REGULAR LENGTH - STRAPS

Tank top made with 23% wool. Round neck and wide straps. Rib trim.",22.9,USD,https://static.zara.net/photos///2024/V/0/1/p/5644/003/818/2/w/1920/5644003818_1_1_1.jpg?ts=1707120224081,WOMAN,lace,camel
Zara_322660844-800-1_1608.jpg,322660844-800-1,Zara_322660844-800-1_1608.jpg,Zara,CONTRASTING SATIN EFFECT WAIST DETAIL PANTS,"Pants with a high waist with combination satin effect waist. Front pockets and back false welt pockets. Straight leg. Front zip, interior button and hook closure.",59.9,USD,https://static.zara.net/photos///2024/V/0/1/p/2290/595/800/2/w/1920/2290595800_2_1_1.jpg?ts=1706712659538,WOMAN,organza,lyocell
Zara_322677489-800-2_794.jpg,322677489-800-2,Zara_322677489-800-2_794.jpg,Zara,HEART PRINT T-SHIRT,Boxy fit T-shirt with round neck and short sleeves. Contrasting prints at shoulder and back.,39.9,USD,https://static.zara.net/photos///2024/V/0/2/p/6224/419/800/2/w/1920/6224419800_1_1_1.jpg?ts=1706716000577,MAN,fleece,cotton
Zara_322972488-431-38_381.jpg,322972488-431-38,Zara_322972488-431-38_381.jpg,Zara,SUIT PANTS IN 100% LINEN,Straight fit pants made of linen fabric. Front pockets and back double welt pockets with buttons. Front zip and button closure.,69.9,USD,https://static.zara.net/photos///2024/V/0/1/p/4308/408/431/2/w/1920/4308408431_1_1_1.jpg?ts=1707218562011,MAN,satin,cupro
Zara_323209721-519-2_760.jpg,323209721-519-2,Zara_323209721-519-2_760.jpg,Zara,CROPPED FIT PRINT WASHED SWEATSHIRT,"Relaxed fit cropped hoodie sweatshirt made of cotton with brushed interior. Hooded collar and long sleeves. Washed effect. Rib trim.

The item has a unique look due to its special washing process. For this reason, the color may differ slightly from that seen in the photo.",59.9,USD,https://static.zara.net/photos///2024/V/0/2/p/1930/403/519/2/w/1920/1930403519_1_1_1.jpg?ts=1707307588418,MAN,fleece,wool
Zara_323658014-712-2_1195.jpg,323658014-712-2,Zara_323658014-712-2_1195.jpg,Zara,PEARL TRIM KNIT MINI DRESS,Round neck sleeveless dress. Metallic thread detail and pearl appliquÃ©s. A-line silhouette.,59.9,USD,https://static.zara.net/photos///2024/V/0/1/p/4331/006/712/2/w/1920/4331006712_1_1_1.jpg?ts=1707224745014,WOMAN,tweed,flax_linen
Zara_323790344-808-39_1026.jpg,323790344-808-39,Zara_323790344-808-39_1026.jpg,Zara,METALLIC COWBOY BOOTS,Cowboy style ankle boots. Topstitching detail at upper. Features back pull tab for ease. Pointed toe. Slightly chunky heeled soles.,89.9,USD,https://static.zara.net/photos///2023/I/1/2/p/2028/220/808/2/w/1920/2028220808_2_1_1.jpg?ts=1698314066445,MAN,denim,leather
Zara_324019839-427-32_1567.jpg,324019839-427-32,Zara_324019839-427-32_1567.jpg,Zara,MID WAIST CROPPED Z1975 STRAIGHT LEG JEANS,"MID-RISE - STRAIGHT - CROPPED

Mid-rise jeans with five pockets. Washed effect. Cropped straight leg. Front zip and metal button closure.",45.9,USD,https://static.zara.net/photos///2024/V/0/1/p/6164/059/427/2/w/1920/6164059427_1_1_1.jpg?ts=1706878449013,WOMAN,denim,hemp
Zara_324052738-800-46_15.jpg,324052738-800-46,Zara_324052738-800-46_15.jpg,Zara,TUXEDO JACKET,Straight fit blazer. Pointed lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip and interior pocket. Central back vent at hem. Front button closure.,169.0,USD,https://static.zara.net/photos///2024/V/0/1/p/8896/675/800/2/w/1920/8896675800_1_1_1.jpg?ts=1707215340123,MAN,crepe,cotton
Zara_324138442-800-46_192.jpg,324138442-800-46,Zara_324138442-800-46_192.jpg,Zara,WOOL BLEND SUIT JACKET,Jacket made of wool blend fabric. Notched lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip and interior pocket. Central vent at hem. Front button closure.,169.0,USD,https://static.zara.net/photos///2024/V/0/2/p/4122/813/800/2/w/1920/4122813800_1_1_1.jpg?ts=1706880000174,MAN,satin,viscose_rayon
Zara_324150977-675-2_1273.jpg,324150977-675-2,Zara_324150977-675-2_1273.jpg,Zara,PLEATED TOP,"REGULAR FIT - ROUND NECK - REGULAR LENGTH - LONG SLEEVE

Top made of pleated fabric. High round collar and long balloon sleeves.",39.9,USD,https://static.zara.net/photos///2024/V/0/1/p/0264/030/675/2/w/1920/0264030675_1_1_1.jpg?ts=1706102251848,WOMAN,knit,triacetate_acetate
Zara_324170494-803-2_1690.jpg,324170494-803-2,Zara_324170494-803-2_1690.jpg,Zara,EMBROIDERED TEXT PLUSH SWEATSHIRT,Round neck sweatshirt with long sleeves. Rib trim. Embroidered text detail at front.,39.9,USD,https://static.zara.net/photos///2024/V/0/1/p/4174/319/803/2/w/1920/4174319803_1_1_1.jpg?ts=1707938924006,WOMAN,denim,soybean_fiber
Zara_324196503-703-2_840.jpg,324196503-703-2,Zara_324196503-703-2_840.jpg,Zara,LYOCELL BLEND SHORTS,Relaxed fit shorts made of lyocell blend fabric. Adjustable elastic drawstring waistband. Side pockets and back welt pockets.,49.9,USD,https://static.zara.net/photos///2024/V/0/2/p/0775/109/703/2/w/1920/0775109703_1_1_1.jpg?ts=1704883889304,MAN,velvet,nylon
Zara_324251214-808-1_1295.jpg,324251214-808-1,Zara_324251214-808-1_1295.jpg,Zara,METALLIC THREAD KNIT CROP TOP,Cropped top with round neck and long sleeves. Metallic thread detail.,29.9,USD,https://static.zara.net/photos///2023/I/0/1/p/3519/168/808/2/w/1920/3519168808_1_1_1.jpg?ts=1697613962081,WOMAN,fleece,flax_linen
Zara_324818214-615-3_642.jpg,324818214-615-3,Zara_324818214-615-3_642.jpg,Zara,WOOL BLEND SWEATER,Sweater made of wool and 5% cashmere blend fabric. Round neck and long sleeves. Rib trim.,69.9,USD,https://static.zara.net/photos///2024/V/0/2/p/5755/427/615/2/w/1920/5755427615_1_1_1.jpg?ts=1708012943770,MAN,serge,elastane_spandex
Zara_326844361-620-2_1272.jpg,326844361-620-2,Zara_326844361-620-2_1272.jpg,Zara,WOOL TANK TOP,Tank top made of 100% wool. Round neck.,39.9,USD,https://static.zara.net/photos///2024/V/0/1/p/1223/805/620/2/w/1920/1223805620_1_1_1.jpg?ts=1707755387685,WOMAN,chenille,cotton
Zara_327778433-401-2_180.jpg,327778433-401-2,Zara_327778433-401-2_180.jpg,Zara,ZIPPERED DENIM JACKET,"Boxy fit jacket made of unwashed denim fabric. This gives it a rigid appearance for the first few times it is worn that will soften over time as it is used.

Lapel collar and long sleeves with buttoned cuffs. Front patch pockets with flaps. All-over contrasting topstitching details. Front zip closure.

Origins special collection.",109.0,USD,https://static.zara.net/photos///2024/V/0/2/p/2553/420/401/2/w/1920/2553420401_1_1_1.jpg?ts=1707476593436,MAN,denim,ramie
Zara_327779049-105-1_1615.jpg,327779049-105-1,Zara_327779049-105-1_1615.jpg,Zara,JOGGER WAIST PANTS,"Mid-rise tapered pants with back elastic waistband. Front pockets and back false welt pockets. Side vents at hem. Front zip, metal hook, and interior button closure.",45.9,USD,https://static.zara.net/photos///2024/V/0/1/p/1608/020/105/2/w/1920/1608020105_1_1_1.jpg?ts=1702477332970,WOMAN,knit,viscose_rayon
Zara_327872886-811-2_223.jpg,327872886-811-2,Zara_327872886-811-2_223.jpg,Zara,DENIM OVERSHIRT,"Cropped fit overshirt made of cotton denim. Lapel collar and long sleeves with buttoned cuffs. Washed effect. Front button closure.

Origins special collection.",69.9,USD,https://static.zara.net/photos///2024/V/0/2/p/2553/422/811/2/w/1920/2553422811_1_1_1.jpg?ts=1707403748519,MAN,fleece,flax_linen
Zara_328232456-400-34_457.jpg,328232456-400-34,Zara_328232456-400-34_457.jpg,Zara,BAGGY FIT JEANS,Baggy jeans. Five pockets. Washed effect. Front zip and button closure.,69.9,USD,https://static.zara.net/photos///2024/V/0/2/p/0840/460/400/2/w/1920/0840460400_1_1_1.jpg?ts=1707468668792,MAN,denim,cotton
Zara_328250627-251-46_45.jpg,328250627-251-46,Zara_328250627-251-46_45.jpg,Zara,SUIT JACKET,Straight fit jacket made of dense stretch fabric. Notched lapel collar and long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,169.0,USD,https://static.zara.net/photos///2024/V/0/1/p/4303/266/251/2/w/1920/4303266251_1_1_1.jpg?ts=1707230748539,MAN,denim,cotton
Zara_328544180-712-1_1144.jpg,328544180-712-1,Zara_328544180-712-1_1144.jpg,Zara,ZW COLLECTION MINI SKIRT,"ZARA WOMAN COLLECTION

Mini skirt with a high waist. Side hidden in-seam zip closure.

A mini skirt with a high waist that combines a minimalist design with vintage touches like the A-line silhouette which gives the hem a slight bell shape. A trendy skirt with a great visual impact and clean effect.

Matching jacket available.",49.9,USD,https://static.zara.net/photos///2024/V/0/1/p/2403/118/712/2/w/1920/2403118712_2_1_1.jpg?ts=1706871067781,WOMAN,jersey,cotton
Zara_328594167-800-46_65.jpg,328594167-800-46,Zara_328594167-800-46_65.jpg,Zara,STRAIGHT SUIT JACKET,Straight fit blazer. Notched lapel collar and long sleeves with buttoned cuffs. Flap pockets at hip. Interior pocket. Central back vent at hem. Front button closure.,129.0,USD,https://static.zara.net/photos///2024/V/0/2/p/4143/291/800/2/w/1920/4143291800_1_1_1.jpg?ts=1706277560254,MAN,faux_leather,leather
Zara_330417154-250-1_1363.jpg,330417154-250-1,Zara_330417154-250-1_1363.jpg,Zara,LITTLE BOW LACE BODYSUIT,"Long sleeve semi-sheer bodysuit with squared neckline and little bow trim. Bottom snap button closure.

This item is unlined.",35.9,USD,https://static.zara.net/photos///2024/V/0/1/p/4661/006/250/2/w/1920/4661006250_1_1_1.jpg?ts=1707928774668,WOMAN,knit,alpaca
Zara_335406779-445-36_466.jpg,335406779-445-36,Zara_335406779-445-36_466.jpg,Zara,SKINNY FIT JEANS,Skinny fit jeans. Five pockets. Washed effect. Cropped length. Front zip and button closure.,49.9,USD,https://static.zara.net/photos///2024/V/0/2/p/5585/425/445/2/w/1920/5585425445_1_1_1.jpg?ts=1703837752093,MAN,denim,cotton
Zara_338298229-251-1_1281.jpg,338298229-251-1,Zara_338298229-251-1_1281.jpg,Zara,RUFFLED SATIN EFFECT TOP,Round neck tank top. Back cut out detail. Small bow appliquÃ© at chest. Back metal hook closure.,39.9,USD,https://static.zara.net/photos///2024/V/0/1/p/2542/371/251/2/w/1920/2542371251_1_1_1.jpg?ts=1707296615215,WOMAN,organza,elastane_spandex
Zara_342197453-711-3_684.jpg,342197453-711-3,Zara_342197453-711-3_684.jpg,Zara,FLECKED KNIT STRUCTURED SWEATER,Long sleeve round neck sweater. Rib trim.,35.99,USD,https://static.zara.net/photos///2024/V/0/2/p/3284/403/711/2/w/1920/3284403711_1_1_1.jpg?ts=1702976146773,MAN,corduroy,hemp
